
255.0, 0.0, 0.0, 1625700575.2447844
255.0, 0.0, 0.0, 1625700575.7329156
255.0, 0.0, 0.0, 1625700575.8348775
255.0, 0.0, 0.0, 1625700575.9371188
255.0, 0.0, 0.0, 1625700576.0393076
255.0, 0.0, 0.0, 1625700576.1415918
255.0, 0.0, 0.0, 1625700576.243911
255.0, 0.0, 0.0, 1625700576.3456826
255.0, 0.0, 0.0, 1625700576.4474916
255.0, 0.0, 0.0, 1625700576.5499003
255.0, 0.0, 0.0, 1625700576.6518044
255.0, 0.0, 0.0, 1625700576.7536817
255.0, 0.0, 0.0, 1625700576.8558939
255.0, 0.0, 0.0, 1625700576.9575522
255.0, 0.0, 0.0, 1625700577.059734
255.0, 0.0, 0.0, 1625700577.1618211
255.0, 0.0, 0.0, 1625700577.264115
255.0, 0.0, 0.0, 1625700577.3660293
255.0, 0.0, 0.0, 1625700577.4680502
255.0, 0.0, 0.0, 1625700577.5703514
255.0, 0.0, 0.0, 1625700577.672637
255.0, 0.0, 0.0, 1625700577.774784
255.0, 0.0, 0.0, 1625700577.8776789
255.0, 0.0, 0.0, 1625700577.979413
255.0, 0.0, 0.0, 1625700578.081693
255.0, 0.0, 0.0, 1625700578.1837037
255.0, 0.0, 0.0, 1625700578.2856326
255.0, 0.0, 0.0, 1625700578.3880746
255.0, 0.0, 0.0, 1625700578.4901156
255.0, 0.0, 0.0, 1625700578.5920305
255.0, 0.0, 0.0, 1625700578.6941907
255.0, 0.0, 0.0, 1625700578.797313
255.0, 0.0, 0.0, 1625700578.9004827
255.0, 0.0, 0.0, 1625700579.0024474
255.0, 0.0, 0.0, 1625700579.104354
255.0, 0.0, 0.0, 1625700579.2064404
255.0, 0.0, 0.0, 1625700579.3087845
255.0, 0.0, 0.0, 1625700579.4106777
255.0, 0.0, 0.0, 1625700579.513681
255.0, 0.0, 0.0, 1625700579.616556
255.0, 0.0, 0.0, 1625700579.718508
255.0, 0.0, 0.0, 1625700579.8205545
0.0, 0.0, 255.0, 1625700591.613538
0.0, 0.0, 255.0, 1625700592.062074
0.0, 0.0, 255.0, 1625700592.164156
0.0, 0.0, 255.0, 1625700592.2664418
